GENERALIZED BORN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,G gas,G solv,TOTAL
33,57.7758,207.9601,984.4875,0.0,0.0,0.0,-721.7698,-6391.0966,270.7686,3196.8482,-1957.8582,44.16856848,-2395.0262,-1913.68963152,-4308.7158315199995
34,56.913,207.3342,982.2075,0.0,0.0,0.0,-726.0867,-6367.2693,271.3756,3185.607,-1957.0389,44.10420336,-2389.9186999999993,-1912.93469664,-4302.85339664
35,57.5401,207.738,981.5526,0.0,0.0,0.0,-720.0426,-6349.0001,270.1391,3183.3521,-1975.3241,44.54133768,-2368.7208,-1930.78276232,-4299.50356232
36,57.348,207.8256,983.1606,0.0,0.0,0.0,-723.4756,-6343.1495,269.7233,3181.6652,-1973.3521,44.227134,-2366.9024000000004,-1929.124966,-4296.027366000001
37,57.8777,206.7835,982.313,0.0,0.0,0.0,-731.0512,-6379.7948,271.7457,3183.7369,-1940.1708,43.921064879999996,-2408.3891999999996,-1896.2497351200002,-4304.63893512
38,57.288,207.8902,983.4339,0.0,0.0,0.0,-723.4145,-6344.7765,269.5821,3181.7373,-1972.2028,44.27011656,-2368.2595,-1927.9326834400001,-4296.19218344
39,57.4787,208.1454,986.4942,0.0,0.0,0.0,-726.6875,-6393.9014,270.1095,3197.2177,-1948.0075,44.034742079999994,-2401.1434,-1903.97275792,-4305.11615792
40,57.5372,206.9572,984.2948,0.0,0.0,0.0,-729.7089,-6406.1458,271.4335,3191.53,-1934.571,44.09051976,-2424.1020000000003,-1890.48048024,-4314.582480240001
41,57.7744,207.2844,984.3524,0.0,0.0,0.0,-732.1209,-6419.2157,272.6603,3197.7368,-1914.1908,43.82539992,-2431.5283000000004,-1870.36540008,-4301.893700080001
42,57.6211,207.5973,983.2357,0.0,0.0,0.0,-730.3485,-6416.1084,271.196,3200.6178,-1919.7551,43.8732684,-2426.1890000000003,-1875.8818316000002,-4302.070831600001
43,57.8579,207.5758,985.8106,0.0,0.0,0.0,-738.9361,-6422.7718,273.3444,3189.942,-1903.5641,43.17128279999999,-2447.1772,-1860.3928172,-4307.5700172
44,57.5973,207.1803,984.3123,0.0,0.0,0.0,-731.1494,-6417.4723,272.4234,3197.9747,-1916.087,43.9927632,-2429.1337000000008,-1872.0942368,-4301.227936800001
45,57.7419,207.1225,980.9182,0.0,0.0,0.0,-725.3563,-6390.2069,270.6241,3185.4201,-1931.2527,44.34913872,-2413.7364000000002,-1886.90356128,-4300.6399612800005
46,57.8768,207.8649,986.9162,0.0,0.0,0.0,-728.8866,-6396.3202,270.5896,3198.2868,-1944.4247,44.11755792,-2403.6724999999997,-1900.30714208,-4303.97964208
47,57.7954,207.0994,987.1182,0.0,0.0,0.0,-735.6166,-6409.6062,272.5009,3188.2969,-1924.748,43.36980192,-2432.4120000000007,-1881.37819808,-4313.790198080001
48,57.3265,207.4319,987.8307,0.0,0.0,0.0,-730.9206,-6365.9695,270.8728,3182.1023,-1953.9954,43.6950072,-2391.3259000000003,-1910.3003928,-4301.626292800001
49,57.1434,208.1283,983.891,0.0,0.0,0.0,-727.3755,-6352.7499,270.4744,3184.801,-1973.9789,43.933621679999995,-2375.6873,-1930.04527832,-4305.732578319999

Receptor Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,G gas,G solv,TOTAL
0,54.1201,198.7733,925.9886,0.0,0.0,0.0,-671.093,-6009.2826,255.8573,2928.6672,-1652.4267,43.120209599999995,-2316.9691000000003,-1609.3064904,-3926.2755904
1,53.9031,198.4571,925.1702,0.0,0.0,0.0,-673.3261,-6011.1343,256.9232,2933.1074,-1659.8778,43.33644288,-2316.8993999999993,-1616.54135712,-3933.4407571199995
2,54.2151,198.9902,928.9573,0.0,0.0,0.0,-671.8845,-6032.9533,256.0429,2928.4874,-1631.8802,42.80286672,-2338.1448999999993,-1589.07733328,-3927.2222332799993
3,54.1295,199.0164,925.5782,0.0,0.0,0.0,-671.6866,-6005.0518,255.9487,2928.2161,-1656.0242,43.15462056,-2313.8495,-1612.86957944,-3926.7190794400003
4,54.0224,198.3906,927.0993,0.0,0.0,0.0,-670.5349,-6004.4112,256.091,2929.0452,-1656.7893,43.273877039999995,-2310.2975999999994,-1613.51542296,-3923.813022959999
5,54.1551,199.098,925.7636,0.0,0.0,0.0,-671.1567,-6008.1808,255.8566,2928.3101,-1653.6055,43.16361192,-2316.1540999999993,-1610.44188808,-3926.595988079999
6,54.2164,198.932,925.7291,0.0,0.0,0.0,-671.4307,-6006.5616,255.7846,2928.4279,-1654.6993,43.17918768,-2314.9023,-1611.52011232,-3926.42241232
7,54.1092,198.8554,925.6439,0.0,0.0,0.0,-671.2945,-6006.8559,255.9453,2928.7054,-1654.7541,43.18213392,-2314.891199999999,-1611.57196608,-3926.463166079999
8,54.2574,198.8206,925.9742,0.0,0.0,0.0,-671.2726,-6008.0555,255.7206,2928.6954,-1653.3397,43.092151199999996,-2315.859900000001,-1610.2475488,-3926.107448800001
9,54.2377,198.9149,930.8606,0.0,0.0,0.0,-672.679,-6032.9551,256.1836,2928.0049,-1631.6261,42.79833504,-2337.4323999999997,-1588.82776496,-3926.2601649599997
10,54.2031,198.534,926.0411,0.0,0.0,0.0,-671.4111,-6008.6206,255.944,2929.1396,-1652.9379,43.142289119999994,-2316.1699000000003,-1609.79561088,-3925.9655108800002
11,54.002,198.8346,925.8238,0.0,0.0,0.0,-671.3719,-6007.0226,256.0269,2928.9023,-1654.8956,43.192355039999995,-2314.8049000000005,-1611.7032449600001,-3926.5081449600007
12,54.3891,198.8385,925.3016,0.0,0.0,0.0,-672.6859,-6006.3673,256.719,2929.9648,-1662.9878,43.54946856,-2313.840199999999,-1619.4383314400002,-3933.2785314399994
13,54.201,198.8145,926.6045,0.0,0.0,0.0,-671.1069,-6012.931,255.9939,2928.9145,-1649.9498,43.08176808,-2319.509499999999,-1606.86803192,-3926.3775319199995
14,54.4198,198.8434,929.7073,0.0,0.0,0.0,-671.5221,-6037.2865,256.1007,2928.3798,-1628.6593,42.7554396,-2341.3576,-1585.9038604,-3927.2614603999996
15,54.3326,198.744,923.6143,0.0,0.0,0.0,-667.88,-6009.2684,256.4037,2930.1052,-1659.1476,43.49313648,-2313.9485999999997,-1615.65446352,-3929.60306352
16,54.3973,198.981,923.7225,0.0,0.0,0.0,-667.4865,-6009.5288,256.2114,2929.9088,-1659.5447,43.4593656,-2313.7942999999996,-1616.0853344,-3929.8796343999993
17,54.3153,199.2833,925.7652,0.0,0.0,0.0,-669.9048,-5998.581,256.0983,2930.6003,-1666.5059,43.63919424,-2302.4234000000006,-1622.86670576,-3925.2901057600006
18,54.2771,198.8791,924.6827,0.0,0.0,0.0,-672.5613,-6007.4364,256.7518,2930.9145,-1662.6909,43.41606624,-2314.4924999999994,-1619.27483376,-3933.7673337599995
19,54.6237,199.1797,929.2116,0.0,0.0,0.0,-668.9402,-6037.4928,256.8327,2928.005,-1634.7379,43.08978024,-2338.5802999999996,-1591.64811976,-3930.2284197599997
20,54.306,198.8344,924.0224,0.0,0.0,0.0,-667.9248,-6012.0465,256.3297,2930.3731,-1656.8933,43.41870936,-2316.1057,-1613.4745906399999,-3929.58029064
21,54.2769,199.8642,923.0012,0.0,0.0,0.0,-668.8155,-5986.0682,256.0139,2929.7872,-1675.1478,43.533144,-2291.9402999999998,-1631.614656,-3923.554956
22,54.2415,199.0419,923.6589,0.0,0.0,0.0,-667.5204,-6010.3919,256.4156,2929.9235,-1658.5571,43.467311519999996,-2314.630899999999,-1615.08978848,-3929.7206884799994
23,53.6712,198.0406,927.06,0.0,0.0,0.0,-673.4617,-6021.6405,256.6988,2930.2789,-1637.6384,42.84562032,-2329.352700000001,-1594.79277968,-3924.1454796800012
24,54.2128,199.2282,925.6554,0.0,0.0,0.0,-671.4405,-6007.8184,255.7468,2928.1892,-1653.502,43.200095759999996,-2316.2265000000007,-1610.3019042399999,-3926.528404240001
25,54.0121,198.8043,925.8114,0.0,0.0,0.0,-671.4379,-6006.6102,255.9045,2928.6753,-1654.8622,43.22660256,-2314.8405000000002,-1611.63559744,-3926.47609744
26,53.5542,199.5328,924.5585,0.0,0.0,0.0,-672.2764,-6003.3441,255.9234,2928.5942,-1656.6272,43.21979064,-2313.4574000000007,-1613.40740936,-3926.8648093600004
27,54.4754,198.6589,923.9679,0.0,0.0,0.0,-667.388,-6012.0371,256.2473,2930.3543,-1657.273,43.4435616,-2315.7212999999992,-1613.8294383999998,-3929.5507383999993
28,54.2301,199.0166,924.0417,0.0,0.0,0.0,-667.9089,-6012.6187,256.4344,2929.9564,-1656.4938,43.43970528,-2316.8484,-1613.05409472,-3929.90249472
29,53.7175,198.7743,927.9551,0.0,0.0,0.0,-668.8179,-6042.2788,256.5924,2931.3841,-1631.2065,43.00044984,-2342.6732999999995,-1588.20605016,-3930.87935016
30,54.2637,198.9628,924.2121,0.0,0.0,0.0,-663.3553,-5997.7993,255.5925,2929.7135,-1667.9491,43.89661728,-2298.41,-1624.05248272,-3922.4624827199996
31,54.0729,198.7551,929.0264,0.0,0.0,0.0,-671.752,-6033.9117,256.0739,2927.8252,-1630.631,42.85057104,-2339.9101999999993,-1587.78042896,-3927.6906289599997
32,53.995,199.4892,922.5462,0.0,0.0,0.0,-668.9181,-6007.6942,256.5159,2929.9097,-1659.6616,43.49570256,-2314.1562999999996,-1616.16589744,-3930.3221974399994
33,54.4457,198.7771,924.0735,0.0,0.0,0.0,-667.6723,-6011.4169,256.2604,2930.2776,-1657.6445,43.43109984,-2315.2549000000004,-1614.2134001600002,-3929.46830016
34,53.5103,198.0839,925.7029,0.0,0.0,0.0,-668.5283,-6019.1789,256.8035,2931.6559,-1648.947,43.41522096,-2321.9507,-1605.53177904,-3927.4824790399994
35,54.3712,198.6969,924.1762,0.0,0.0,0.0,-663.2761,-5999.4717,255.8088,2929.8826,-1666.73,43.896167999999996,-2299.8121,-1622.833832,-3922.645932
36,54.1687,198.7904,926.1247,0.0,0.0,0.0,-666.8951,-5995.9118,255.3657,2928.3527,-1662.7887,43.57726056,-2300.0047,-1619.21143944,-3919.21613944
37,54.0589,197.3812,926.5763,0.0,0.0,0.0,-676.4535,-6005.2425,256.7594,2931.1922,-1654.5958,43.05165408,-2315.7280000000005,-1611.5441459200001,-3927.2721459200006
38,54.0894,198.9489,926.1756,0.0,0.0,0.0,-666.9067,-5996.5329,255.2628,2928.3297,-1662.2979,43.6058712,-2300.6331999999998,-1618.6920288000001,-3919.3252288
39,53.9045,199.0026,927.5046,0.0,0.0,0.0,-674.035,-6000.0727,255.6694,2928.8896,-1654.6395,43.18486056,-2309.137,-1611.45463944,-3920.59163944
40,54.0818,198.89,926.4173,0.0,0.0,0.0,-676.2977,-6006.1316,255.9681,2931.0344,-1656.9889,43.29609624,-2316.0376999999994,-1613.69280376,-3929.730503759999
41,54.352,198.5813,924.901,0.0,0.0,0.0,-671.9563,-6006.6568,256.8195,2929.9467,-1654.3001,43.36690464,-2314.0126000000005,-1610.93319536,-3924.9457953600004
42,54.2458,198.5202,925.1896,0.0,0.0,0.0,-672.6696,-6007.2043,256.6144,2930.8831,-1653.4356,43.27365888,-2314.4208,-1610.16194112,-3924.58274112
43,54.4358,199.4961,926.0699,0.0,0.0,0.0,-678.5921,-6010.3759,256.1778,2929.0757,-1650.0882,42.926153039999996,-2323.7126999999996,-1607.16204696,-3930.8747469599994
44,54.1676,198.5074,924.9668,0.0,0.0,0.0,-671.6415,-6006.9916,256.6359,2930.0448,-1653.7803,43.41847824,-2314.3105999999993,-1610.3618217599999,-3924.6724217599995
45,54.0967,197.663,925.7905,0.0,0.0,0.0,-671.9111,-6006.9702,256.2498,2930.9552,-1651.9839,43.36274736,-2314.1261,-1608.62115264,-3922.7472526399997
46,54.1935,198.5527,928.5561,0.0,0.0,0.0,-675.3504,-5985.087,256.1608,2930.74,-1668.0332,43.413066719999996,-2292.234300000001,-1624.6201332800001,-3916.8544332800006
47,54.3681,198.8176,928.3455,0.0,0.0,0.0,-678.2898,-6016.3758,256.1128,2930.5423,-1648.8382,42.76283616,-2326.4793,-1606.07536384,-3932.55466384
48,53.8961,198.9887,930.4192,0.0,0.0,0.0,-675.5905,-6024.757,255.6231,2927.3517,-1631.3622,42.87195216,-2334.0687,-1588.49024784,-3922.5589478399997
49,54.0696,199.1343,923.8898,0.0,0.0,0.0,-667.7734,-6011.8707,256.4543,2929.9589,-1656.8564,43.49761272,-2316.1371999999997,-1613.35878728,-3929.49598728

Ligand Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,G gas,G solv,TOTAL
0,3.3544,9.1837,60.4867,0.0,0.0,0.0,-11.8834,-282.6237,14.4729,266.5134,-404.3976,6.5457540000000005,59.50400000000002,-397.851846,-338.347846
1,3.7177,9.3776,60.0316,0.0,0.0,0.0,-11.6261,-288.5997,14.9075,266.2244,-398.5482,6.477498,54.033000000000015,-392.070702,-338.03770199999997
2,3.3165,9.1354,59.9755,0.0,0.0,0.0,-11.8453,-282.416,14.6566,266.7202,-404.4959,6.5283299999999995,59.542899999999975,-397.96757,-338.42467000000005
3,3.1776,8.9991,61.4414,0.0,0.0,0.0,-13.694,-296.7151,15.587,274.1418,-395.7489,6.39274104,52.93779999999998,-389.35615896,-336.41835896000003
4,3.3187,8.8919,57.5311,0.0,0.0,0.0,-11.5126,-291.199,14.5998,270.9284,-396.7109,6.44699664,52.5583,-390.26390336,-337.70560336
5,3.2624,9.1627,57.6072,0.0,0.0,0.0,-13.2351,-251.5701,14.1356,252.936,-417.0778,6.55201224,72.29870000000003,-410.52578776,-338.22708775999996
6,3.2972,9.2866,57.3308,0.0,0.0,0.0,-13.0881,-251.6819,14.1393,252.764,-416.8901,6.542087759999999,72.0479,-410.34801224,-338.30011224000003
7,3.2911,9.1975,57.3959,0.0,0.0,0.0,-13.1012,-251.8904,14.1549,252.9227,-416.8148,6.54571944,71.97049999999999,-410.26908055999996,-338.29858055999995
8,3.2725,9.1156,60.1823,0.0,0.0,0.0,-12.002,-282.3181,14.5338,266.8079,-404.357,6.53864472,59.591999999999985,-397.81835528000005,-338.22635528000006
9,3.2238,9.0341,59.0292,0.0,0.0,0.0,-12.6604,-279.2458,14.619,266.7492,-405.2069,6.52764024,60.74910000000003,-398.67925976000004,-337.93015976000004
10,3.2299,9.1278,58.6518,0.0,0.0,0.0,-13.087,-276.6321,14.3526,266.4885,-406.3893,6.5430252,62.13150000000002,-399.8462748,-337.7147748
11,3.2515,9.0877,57.4599,0.0,0.0,0.0,-13.2157,-251.717,14.2036,253.0365,-417.0022,6.5412324,72.10649999999998,-410.4609676,-338.3544676
12,3.4713,9.0645,56.6125,0.0,0.0,0.0,-11.3738,-266.1616,14.0323,257.2451,-407.7451,6.49183752,62.89029999999994,-401.25326248,-338.3629624800001
13,3.3124,9.1378,60.4142,0.0,0.0,0.0,-11.8711,-282.7284,14.5055,266.4378,-404.1521,6.54001488,59.20819999999998,-397.61208512,-338.40388512000004
14,3.2279,9.0703,58.7362,0.0,0.0,0.0,-12.8933,-277.855,14.5571,266.6993,-405.9043,6.52932936,61.54249999999996,-399.37497063999996,-337.83247064
15,3.2503,9.3063,57.4847,0.0,0.0,0.0,-13.0985,-252.4591,14.1893,253.0546,-416.3882,6.53701608,71.7276,-409.85118392,-338.12358392
16,3.2894,9.139,57.6262,0.0,0.0,0.0,-13.2068,-252.0964,14.174,252.9638,-416.5858,6.5458706399999995,71.88919999999999,-410.03992936000003,-338.15072936
17,2.9707,8.7981,58.381,0.0,0.0,0.0,-13.0442,-250.1407,14.5021,255.6525,-420.2938,6.52079232,77.11950000000002,-413.77300768,-336.65350767999996
18,3.2814,9.1812,57.6236,0.0,0.0,0.0,-13.1575,-251.9069,14.1554,252.7471,-416.6419,6.54626304,71.92429999999996,-410.09563696000004,-338.1713369600001
19,3.3338,8.5541,58.2544,0.0,0.0,0.0,-11.8446,-289.8762,14.4222,271.3546,-398.0699,6.43570776,54.19830000000002,-391.63419224,-337.43589224
20,3.348,9.1953,60.5666,0.0,0.0,0.0,-11.8975,-282.8046,14.4848,266.2289,-404.0065,6.540190559999999,59.121500000000026,-397.46630944000003,-338.34480944
21,3.0034,8.8205,58.7173,0.0,0.0,0.0,-13.4479,-249.4682,14.5556,255.26,-420.1783,6.50904192,77.44069999999999,-413.66925807999996,-336.22855807999997
22,3.2977,9.2703,57.451,0.0,0.0,0.0,-13.0278,-252.0132,14.1867,252.9106,-416.6631,6.5425176,72.0753,-410.1205824,-338.0452824
23,3.5823,9.77,56.7781,0.0,0.0,0.0,-13.4614,-274.1873,14.9285,251.8157,-393.7699,6.31818648,49.225900000000024,-387.45171352,-338.22581352
24,3.2563,9.1797,57.4405,0.0,0.0,0.0,-13.155,-251.6855,14.1496,252.9547,-416.9763,6.546949919999999,72.1403,-410.42935008,-338.28905008000004
25,3.2447,9.1399,57.4952,0.0,0.0,0.0,-13.2053,-251.815,14.1476,252.8763,-416.8019,6.55266888,71.8834,-410.24923112,-338.36583112
26,2.9884,8.9004,60.1532,0.0,0.0,0.0,-15.118,-258.0443,14.3955,258.4514,-416.1116,6.47361648,71.72659999999996,-409.63798352000003,-337.9113835200001
27,3.3611,9.1277,60.5545,0.0,0.0,0.0,-11.9285,-282.7942,14.5167,266.4465,-404.0987,6.54154272,59.28380000000004,-397.55715728,-338.27335727999997
28,3.2207,9.1987,57.6518,0.0,0.0,0.0,-13.2013,-251.9225,14.1503,253.0621,-416.8141,6.53841504,72.15979999999996,-410.27568496,-338.11588496
29,3.709,9.3312,60.1422,0.0,0.0,0.0,-11.6416,-288.3699,15.0794,266.6896,-399.1918,6.460938,54.939899999999994,-392.730862,-337.790962
30,3.1964,8.9886,57.3137,0.0,0.0,0.0,-13.0421,-250.6393,14.3049,253.4783,-418.47,6.525234,73.60050000000001,-411.944766,-338.344266
31,3.2398,9.2624,57.2005,0.0,0.0,0.0,-13.0317,-251.7467,14.333,253.132,-417.0758,6.53155344,72.38929999999999,-410.54424656000003,-338.15494656000004
32,3.4364,9.1496,58.1709,0.0,0.0,0.0,-11.5504,-293.1432,14.2358,270.4101,-394.5596,6.47427528,50.70920000000004,-388.08532472,-337.37612471999995
33,3.3301,9.183,60.414,0.0,0.0,0.0,-11.8534,-282.9186,14.5082,266.5706,-404.0767,6.5370924,59.23389999999998,-397.5396076,-338.3057076
34,3.4027,9.2502,56.5045,0.0,0.0,0.0,-11.9992,-274.9493,14.5721,253.9511,-395.0396,6.45528096,50.7321,-388.58431904,-337.85221904
35,3.1689,9.0411,57.3764,0.0,0.0,0.0,-13.1555,-250.6445,14.3302,253.4695,-418.417,6.52238208,73.58610000000002,-411.89461792,-338.30851791999993
36,3.1793,9.0351,57.0359,0.0,0.0,0.0,-12.9226,-250.7703,14.3576,253.3125,-418.2297,6.5267877599999995,73.22749999999999,-411.70291224,-338.47541224
37,3.8188,9.4023,55.7367,0.0,0.0,0.0,-11.9414,-274.2714,14.9863,252.5446,-395.564,6.414164639999999,50.27589999999995,-389.14983536,-338.8739353600001
38,3.1986,8.9412,57.2583,0.0,0.0,0.0,-13.1023,-250.5988,14.3193,253.4077,-418.4512,6.522670079999999,73.424,-411.92852991999996,-338.50452992
39,3.5742,9.1428,58.9896,0.0,0.0,0.0,-11.2583,-294.741,14.4401,268.3281,-394.5898,6.48806976,48.47550000000004,-388.10173024000005,-339.62623024
40,3.4554,8.0671,57.8774,0.0,0.0,0.0,-11.4843,-291.4789,15.4655,260.4956,-388.6373,6.37717536,42.39780000000002,-382.26012463999996,-339.86232463999994
41,3.4224,8.7031,59.4514,0.0,0.0,0.0,-12.9199,-311.9471,15.8407,267.7901,-373.7259,6.21776016,30.3407,-367.50813984,-337.16743984000004
42,3.3754,9.0771,58.0462,0.0,0.0,0.0,-12.1047,-309.4729,14.5816,269.7348,-377.3068,6.303474,33.23750000000004,-371.003326,-337.765826
43,3.4221,8.0797,59.7406,0.0,0.0,0.0,-12.5679,-314.4478,17.1666,260.8664,-366.3226,6.02394552,22.25970000000001,-360.29865448000004,-338.03895448000003
44,3.4297,8.6729,59.3455,0.0,0.0,0.0,-12.83,-311.039,15.7876,267.9298,-374.6819,6.225264719999999,31.29650000000001,-368.45663528,-337.16013528
45,3.6452,9.4596,55.1277,0.0,0.0,0.0,-11.2055,-281.4311,14.3743,254.4649,-390.6444,6.43277304,44.43509999999998,-384.21162696000005,-339.77652696000007
46,3.6833,9.3122,58.36,0.0,0.0,0.0,-10.9315,-293.9466,14.4288,267.5468,-394.7524,6.511068,48.45300000000003,-388.241332,-339.78833199999997
47,3.4274,8.2818,58.7727,0.0,0.0,0.0,-13.0203,-295.2552,16.3881,257.7546,-381.2279,6.24289968,36.34909999999999,-374.98500032,-338.63590031999996
48,3.4304,8.4432,57.4116,0.0,0.0,0.0,-12.9397,-265.2558,15.2498,254.7505,-406.0104,6.40781928,61.089999999999975,-399.60258072,-338.51258072
49,3.0738,8.994,60.0013,0.0,0.0,0.0,-14.2747,-252.6107,14.0201,254.8422,-417.8507,6.49317168,74.04599999999999,-411.35752832000003,-337.31152832000004

DELTA Energy Terms
