GENERALIZED BORN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,G gas,G solv,TOTAL
49,57.3056,208.369,981.2807,0.0,0.0,0.0,-743.1809,-6534.9068,271.4959,3215.1309,-1759.016,43.09372584,-2544.5055999999995,-1715.9222741600001,-4260.42787416

Receptor Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,G gas,G solv,TOTAL
0,53.5411,197.7925,926.3595,0.0,0.0,0.0,-669.6579,-5968.8778,256.3059,2924.1367,-1676.7868,43.82568288,-2280.3999999999996,-1632.9611171200002,-3913.3611171199996
1,54.2795,198.1995,927.7154,0.0,0.0,0.0,-672.4902,-5992.6433,255.6646,2926.752,-1657.8456,43.15960368,-2302.5224999999996,-1614.6859963200002,-3917.2084963199995
2,54.2578,198.0404,925.158,0.0,0.0,0.0,-667.531,-5969.3313,256.2969,2923.0107,-1681.6605,43.93981368,-2280.0985,-1637.72068632,-3917.81918632
3,53.6001,198.1474,925.8099,0.0,0.0,0.0,-674.3918,-5985.3227,256.7471,2924.7694,-1667.5245,43.28117928,-2300.6405999999997,-1624.24332072,-3924.88392072
4,53.4275,198.3751,928.1236,0.0,0.0,0.0,-670.0678,-5988.9179,256.2697,2929.4081,-1663.0507,43.4939076,-2293.3817000000004,-1619.5567924,-3912.9384924000005
5,53.5561,197.5697,927.5183,0.0,0.0,0.0,-673.81,-5969.6113,256.4214,2925.0681,-1677.6822,43.5470652,-2283.2876999999994,-1634.1351348,-3917.4228347999992
6,53.7862,198.0281,929.2299,0.0,0.0,0.0,-676.401,-5989.6917,256.375,2930.3782,-1663.1643,43.06666032,-2298.2952999999998,-1620.09763968,-3918.3929396799995
7,53.9965,198.5853,930.8271,0.0,0.0,0.0,-679.7344,-6014.1816,256.8521,2929.5613,-1641.5638,42.60314592,-2324.0937,-1598.9606540799998,-3923.05435408
8,53.8429,197.2706,927.0,0.0,0.0,0.0,-672.9227,-6014.4501,256.5514,2928.6844,-1638.0795,42.94657368,-2324.0234999999993,-1595.13292632,-3919.1564263199994
9,53.4068,198.2241,926.0425,0.0,0.0,0.0,-674.6091,-5988.0406,256.9337,2925.9053,-1666.0427,43.330015440000004,-2302.137300000001,-1622.71268456,-3924.849984560001
10,54.2114,197.5296,924.6709,0.0,0.0,0.0,-670.7155,-5986.0229,256.8519,2925.5622,-1671.7973,43.49164176,-2297.9124000000006,-1628.30565824,-3926.21805824
11,53.8052,196.9416,928.0234,0.0,0.0,0.0,-676.0557,-5970.0103,255.8654,2924.8888,-1673.0415,43.3362816,-2286.5416,-1629.7052184000001,-3916.2468184
12,53.5578,198.1439,926.0732,0.0,0.0,0.0,-674.1557,-5988.9622,256.5682,2925.2175,-1664.5648,43.316606879999995,-2303.5573,-1621.24819312,-3924.80549312
13,53.6679,198.4454,925.2269,0.0,0.0,0.0,-675.1091,-5987.7586,256.6634,2925.0408,-1665.4764,43.33477824,-2303.8232999999996,-1622.14162176,-3925.9649217599995
14,54.1433,198.0989,927.7956,0.0,0.0,0.0,-673.4371,-5999.7763,256.7183,2928.0388,-1659.3098,43.1101008,-2308.4185,-1616.1996992,-3924.6181992
15,53.9153,197.9097,927.5508,0.0,0.0,0.0,-674.009,-5968.1493,256.4464,2924.659,-1678.6593,43.506347760000004,-2281.6771000000003,-1635.15295224,-3916.83005224
16,53.527,198.0432,927.9808,0.0,0.0,0.0,-672.9108,-5992.1171,256.7452,2924.635,-1656.2543,43.28176464,-2304.0967,-1612.9725353600002,-3917.06923536
17,54.042,197.676,925.6648,0.0,0.0,0.0,-676.0326,-5993.4662,256.9635,2926.4336,-1657.6938,42.886455839999996,-2308.7189000000003,-1614.80734416,-3923.5262441600003
18,53.8592,198.5747,928.1958,0.0,0.0,0.0,-676.1631,-5993.0828,256.3088,2924.6922,-1657.3909,43.19533944,-2307.6152000000006,-1614.19556056,-3921.8107605600007
19,54.0982,198.0894,925.2137,0.0,0.0,0.0,-672.2947,-5970.6467,256.8203,2925.6159,-1681.2976,43.575707519999995,-2283.1039,-1637.7218924800002,-3920.82579248
20,53.9209,198.3844,921.7466,0.0,0.0,0.0,-671.5,-5984.0836,256.9396,2922.2746,-1665.0283,43.525044,-2302.3174999999997,-1621.503256,-3923.8207559999996
21,54.0827,198.2789,926.696,0.0,0.0,0.0,-674.9107,-5953.4747,256.4128,2923.8462,-1691.7291,43.63052328,-2269.0688,-1648.09857672,-3917.16737672
22,53.9651,199.0244,921.7784,0.0,0.0,0.0,-666.2941,-6007.9823,257.0064,2925.8018,-1657.1742,43.48796616,-2316.7002999999995,-1613.6862338399999,-3930.3865338399996
23,53.6659,197.5684,927.4427,0.0,0.0,0.0,-674.5744,-5967.6274,256.472,2923.786,-1677.7969,43.49513448,-2283.2668000000003,-1634.3017655200001,-3917.5685655200004
24,53.717,198.0665,925.8583,0.0,0.0,0.0,-677.7664,-5987.8388,257.2191,2926.5571,-1664.4536,43.17583032,-2304.1872000000003,-1621.2777696800001,-3925.46496968
25,53.9497,197.3566,927.6888,0.0,0.0,0.0,-673.8266,-5967.8375,256.562,2924.6535,-1679.5284,43.50002832,-2281.4535,-1636.02837168,-3917.4818716799996
26,53.8234,198.7535,925.7455,0.0,0.0,0.0,-673.5548,-5974.8287,256.5416,2922.9692,-1668.7563,43.479594,-2290.5503000000003,-1625.276706,-3915.8270060000004
27,54.0925,198.9118,927.7084,0.0,0.0,0.0,-679.8035,-5994.748,256.7494,2927.8174,-1655.4552,42.7904712,-2309.272,-1612.6647288000001,-3921.9367288000003
28,53.8479,198.6134,924.202,0.0,0.0,0.0,-676.619,-5999.9029,257.1059,2925.7482,-1656.2053,42.828962399999995,-2317.004500000001,-1613.3763376000002,-3930.380837600001
29,53.6986,197.6767,924.4217,0.0,0.0,0.0,-672.6876,-5981.9072,256.6512,2922.0164,-1658.1185,43.338242879999996,-2300.130199999999,-1614.78025712,-3914.910457119999
30,53.9812,197.7858,924.816,0.0,0.0,0.0,-668.1877,-6009.6903,256.8201,2926.0205,-1649.2577,43.357489199999996,-2318.4544,-1605.9002108000002,-3924.3546108
31,54.3077,197.9687,925.3374,0.0,0.0,0.0,-670.5288,-5992.626,256.504,2923.7625,-1659.0428,43.29778968,-2305.2745000000004,-1615.74501032,-3921.019510320001
32,53.7126,197.9606,925.8495,0.0,0.0,0.0,-678.0575,-5988.215,257.1988,2926.3006,-1663.6372,43.06154832,-2305.2504000000004,-1620.57565168,-3925.82605168
33,53.4245,198.8232,924.3921,0.0,0.0,0.0,-669.6644,-5981.2343,256.6877,2924.7252,-1671.7958,43.7818932,-2292.8459999999995,-1628.0139068,-3920.8599067999994
34,54.0327,197.8605,926.8004,0.0,0.0,0.0,-678.1169,-5987.8158,256.7989,2924.0203,-1657.5587,42.8555196,-2306.419900000001,-1614.7031804,-3921.1230804000006
35,54.5532,197.7962,924.2148,0.0,0.0,0.0,-672.6062,-5999.697,257.3302,2925.0034,-1658.798,43.18792416,-2313.405399999999,-1615.61007584,-3929.0154758399995
36,54.276,197.9879,928.9314,0.0,0.0,0.0,-674.602,-6034.9894,256.939,2930.139,-1632.2149,42.4971288,-2341.3180999999995,-1589.7177712,-3931.0358711999993
37,54.0088,197.9458,927.0109,0.0,0.0,0.0,-677.9152,-5973.4848,257.043,2924.9515,-1672.6654,43.148384639999996,-2290.4400000000005,-1629.5170153600002,-3919.9570153600002
38,53.5971,198.6677,925.113,0.0,0.0,0.0,-675.0503,-5987.0976,256.6484,2924.8246,-1666.0834,43.35027048,-2303.2971,-1622.73312952,-3926.03022952
39,53.7089,198.7833,925.3264,0.0,0.0,0.0,-675.184,-5986.7848,256.6043,2924.3099,-1665.1833,43.289545679999996,-2303.236,-1621.89375432,-3925.1297543199994
40,54.397,197.7463,925.4934,0.0,0.0,0.0,-674.731,-6021.1151,257.2358,2930.1489,-1641.3022,42.66269208,-2330.824699999999,-1598.6395079200001,-3929.4642079199994
41,53.7153,197.0594,926.6432,0.0,0.0,0.0,-669.2372,-5966.9287,256.6035,2927.3475,-1691.1014,43.674448319999996,-2274.7970000000005,-1647.42695168,-3922.2239516800005
42,54.1304,198.3324,926.1361,0.0,0.0,0.0,-678.2205,-5975.9408,256.8418,2923.0101,-1668.3587,43.1863128,-2295.7105000000006,-1625.1723872,-3920.882887200001
43,54.167,197.8358,924.5799,0.0,0.0,0.0,-674.0562,-6009.1819,257.0461,2925.0338,-1647.5113,42.88762656,-2324.5755,-1604.62367344,-3929.19917344
44,54.0586,198.7743,926.6212,0.0,0.0,0.0,-674.1819,-6005.3556,256.7153,2930.0151,-1658.4453,43.07575104,-2313.3529999999996,-1615.36954896,-3928.7225489599996
45,53.6797,197.8519,926.1595,0.0,0.0,0.0,-672.7495,-5974.2131,256.944,2924.8988,-1671.2517,43.51627584,-2287.4286999999995,-1627.73542416,-3915.164124159999
46,53.7098,197.6002,927.4268,0.0,0.0,0.0,-674.5948,-5967.8806,256.4732,2923.9523,-1677.893,43.51560552,-2283.3131000000003,-1634.37739448,-3917.6904944800003
47,53.2968,197.6657,924.3245,0.0,0.0,0.0,-669.8932,-5983.2911,256.4319,2923.3503,-1663.5723,43.665253199999995,-2298.115100000001,-1619.9070468,-3918.022146800001
48,53.892,198.7601,925.9181,0.0,0.0,0.0,-672.9755,-6013.739,256.7528,2930.0723,-1641.9707,43.02766224,-2321.3192,-1598.9430377600002,-3920.2622377599996
49,53.8288,199.262,924.4748,0.0,0.0,0.0,-673.2034,-5995.7728,256.9247,2920.1409,-1642.696,43.137182880000005,-2314.3450000000007,-1599.55881712,-3913.9038171200004

Ligand Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,G gas,G solv,TOTAL
0,3.1842,8.8655,58.9722,0.0,0.0,0.0,-14.6399,-457.5064,14.7232,308.2603,-227.6384,6.7715618399999995,-78.14089999999999,-220.86683816,-299.00773816
1,3.2274,8.8222,56.9326,0.0,0.0,0.0,-16.336,-436.7208,13.9951,302.2477,-236.3852,6.73127928,-67.83179999999999,-229.65392072,-297.48572071999996
2,3.2755,9.0103,56.8164,0.0,0.0,0.0,-14.4225,-450.2966,14.8898,309.6285,-234.9746,6.74001432,-71.09860000000003,-228.23458568,-299.33318568000004
3,3.4851,9.6133,58.2179,0.0,0.0,0.0,-15.5416,-434.37,14.7072,298.9082,-235.6044,6.8519232,-64.97989999999999,-228.7524768,-293.7323768
4,3.3116,9.1746,58.3308,0.0,0.0,0.0,-14.2219,-460.0037,14.5136,322.068,-237.0404,6.94914624,-66.827,-230.09125376,-296.91825375999997
5,3.4263,9.2932,58.0316,0.0,0.0,0.0,-14.4197,-463.9692,14.4273,321.3608,-232.3567,6.83433792,-71.84970000000004,-225.52236208,-297.37206208000003
6,3.209,8.8243,59.884,0.0,0.0,0.0,-14.8561,-470.2182,14.6499,321.7223,-227.817,6.7964198399999995,-76.78480000000002,-221.02058016,-297.80538016
7,3.2694,8.5729,59.2857,0.0,0.0,0.0,-15.7586,-446.6752,15.049,302.3786,-229.234,6.8105419199999995,-73.87820000000005,-222.42345808000002,-296.30165808000004
8,3.4375,9.2369,58.421,0.0,0.0,0.0,-14.7934,-437.6819,14.7325,299.7875,-233.0385,6.92558856,-66.85989999999993,-226.11291144,-292.97281143999993
9,3.6687,9.747,59.6614,0.0,0.0,0.0,-16.8904,-457.2172,15.2855,307.1317,-222.2779,6.5282903999999995,-78.61329999999992,-215.74960959999999,-294.3629095999999
10,3.3133,8.9319,56.9611,0.0,0.0,0.0,-13.9263,-446.591,14.5971,308.8355,-237.1168,6.90754104,-67.8784,-230.20925896,-298.08765896
11,3.7631,9.1177,56.5469,0.0,0.0,0.0,-15.0715,-434.472,14.4176,293.6307,-231.7072,6.850129679999999,-72.0675,-224.85707032,-296.92457032
12,3.4076,9.0971,59.0465,0.0,0.0,0.0,-15.6523,-452.0774,14.515,307.2709,-228.8637,6.76063512,-74.39260000000002,-222.10306488,-296.49566488
13,3.3757,8.4445,59.3884,0.0,0.0,0.0,-15.7065,-446.5761,15.389,304.2625,-231.5287,6.84053064,-71.42250000000001,-224.68816936,-296.11066936
14,3.2574,9.0669,56.0303,0.0,0.0,0.0,-13.8813,-452.2565,14.7459,308.1445,-231.2215,6.7744512,-74.89280000000002,-224.4470488,-299.3398488
15,3.3153,9.0587,58.3839,0.0,0.0,0.0,-14.2475,-460.1517,14.5683,322.1457,-236.8753,6.94089504,-66.9273,-229.93440496000002,-296.86170496
16,3.5394,9.2732,56.9087,0.0,0.0,0.0,-15.5621,-439.3758,14.7309,303.3318,-236.1298,6.7766724,-67.15390000000002,-229.3531276,-296.5070276
17,3.3019,9.4903,59.2522,0.0,0.0,0.0,-15.1768,-438.1681,14.8478,300.7991,-235.4391,6.89663088,-65.65359999999998,-228.54246912,-294.19606912
18,3.3498,9.5265,60.0284,0.0,0.0,0.0,-16.7456,-462.4526,14.31,313.0939,-221.2507,6.52287168,-78.88959999999997,-214.72782832,-293.61742832
19,3.2681,8.911,58.4154,0.0,0.0,0.0,-14.1822,-459.1415,14.6334,322.2369,-237.66,6.94545048,-65.8589,-230.71454952,-296.57344952000005
20,3.2747,8.9059,58.3237,0.0,0.0,0.0,-15.9275,-444.3084,14.7965,309.5511,-235.3136,6.77946024,-65.38400000000001,-228.53413976000002,-293.91813976000003
21,3.2515,9.0257,58.2614,0.0,0.0,0.0,-14.9242,-462.6358,15.0727,322.8926,-235.3984,6.75721512,-69.05610000000001,-228.64118488,-297.69728488000004
22,3.5388,9.8197,57.6558,0.0,0.0,0.0,-15.2247,-445.2904,14.8229,313.8533,-239.3936,6.80292,-60.824599999999975,-232.59068,-293.41527999999994
23,3.2202,8.7431,59.6711,0.0,0.0,0.0,-14.6075,-454.8546,14.6907,307.2077,-228.5541,6.82339104,-75.92930000000001,-221.73070896000002,-297.66000896
24,3.5523,8.929,57.2874,0.0,0.0,0.0,-15.3527,-440.1938,15.098,303.9801,-236.1738,6.87281112,-66.6997,-229.30098888,-296.00068888000004
25,3.1502,9.0063,60.5193,0.0,0.0,0.0,-16.7825,-474.064,14.3363,321.8331,-221.2232,6.5814156,-82.00130000000001,-214.6417844,-296.6430844
26,3.1814,8.6647,57.204,0.0,0.0,0.0,-15.6133,-438.9938,14.5314,305.4554,-238.8165,6.76609632,-65.5702,-232.05040368,-297.62060368000004
27,3.2063,8.642,57.2667,0.0,0.0,0.0,-15.6387,-438.6033,14.5723,305.3716,-239.148,6.77563992,-65.18310000000002,-232.37236008,-297.55546008
28,3.2535,8.9081,56.7552,0.0,0.0,0.0,-16.4828,-439.2801,14.7178,304.0378,-236.7423,6.637226399999999,-68.09049999999996,-230.1050736,-298.1955736
29,3.4357,9.696,57.779,0.0,0.0,0.0,-15.6633,-437.1321,14.5586,302.284,-235.9761,6.77468016,-65.04209999999995,-229.20141984,-294.24351984
30,3.3521,9.5514,57.5721,0.0,0.0,0.0,-15.0976,-449.5945,14.4304,313.1906,-233.667,6.8262753599999995,-66.59549999999996,-226.84072464,-293.4362246399999
31,3.024,8.3126,55.2299,0.0,0.0,0.0,-14.7067,-433.5879,14.0597,298.2194,-238.2013,6.88851864,-69.44899999999996,-231.31278136,-300.76178136
32,3.485,8.7975,58.2494,0.0,0.0,0.0,-16.447,-452.2459,14.9827,303.0559,-223.8427,6.58924776,-80.12239999999997,-217.25345224,-297.37585224000003
33,3.4087,9.1512,56.9754,0.0,0.0,0.0,-15.7188,-438.9925,15.016,303.0882,-236.2024,6.76430496,-67.0718,-229.43809504,-296.50989504
34,3.4131,9.909,57.7294,0.0,0.0,0.0,-15.6281,-437.2345,14.6083,302.164,-235.6391,6.7688726400000006,-65.03880000000004,-228.87022736,-293.90902736000004
35,3.485,9.7156,57.3093,0.0,0.0,0.0,-15.1286,-444.8177,14.768,313.9034,-239.8173,6.79580064,-60.76500000000004,-233.02149935999998,-293.78649936000005
36,3.3082,9.2817,59.6893,0.0,0.0,0.0,-15.0235,-449.3688,14.5606,312.8592,-236.0544,6.91505568,-64.69330000000002,-229.13934432,-293.83264432
37,3.2152,8.9273,56.4823,0.0,0.0,0.0,-15.266,-429.918,14.3032,296.1429,-239.0249,6.84237312,-66.11309999999997,-232.18252688,-298.29562688
38,3.3438,8.6953,58.7596,0.0,0.0,0.0,-16.0916,-448.5415,15.3283,303.9934,-229.1111,6.73802208,-74.51269999999994,-222.37307792,-296.88577791999995
39,3.4274,9.4329,60.1908,0.0,0.0,0.0,-15.4255,-446.1976,15.0573,309.3256,-235.4002,6.87693744,-64.1891,-228.52326256,-292.71236256
40,3.6428,9.9113,57.2612,0.0,0.0,0.0,-15.1549,-444.7594,14.6386,312.3033,-238.6788,6.80969088,-62.15710000000007,-231.86910912,-294.02620912000003
41,3.1616,8.4341,60.4137,0.0,0.0,0.0,-15.1742,-456.1506,14.3781,322.3667,-237.6381,6.943705919999999,-62.57060000000001,-230.69439408,-293.26499408
42,3.2361,8.6536,57.1414,0.0,0.0,0.0,-15.6883,-440.1949,14.6571,305.5738,-237.7749,6.76420776,-66.62119999999999,-231.01069224,-297.63189224
43,3.4371,9.4687,57.7047,0.0,0.0,0.0,-14.6954,-445.2902,14.4951,314.0851,-239.3575,6.900402239999999,-60.79490000000004,-232.45709775999998,-293.25199776000005
44,3.2022,9.4163,57.7984,0.0,0.0,0.0,-14.5023,-450.5587,14.319,315.8165,-240.1131,6.84226512,-64.50859999999994,-233.27083488,-297.77943487999994
45,3.2252,9.0352,56.4923,0.0,0.0,0.0,-15.2576,-429.8889,14.2325,296.0725,-239.0046,6.8581404,-66.08879999999994,-232.14645960000001,-298.23525959999995
46,3.1782,9.0781,59.342,0.0,0.0,0.0,-16.0922,-461.482,14.4538,308.41,-221.5241,6.61238784,-83.1121,-214.91171216,-298.02381216000003
47,3.289,8.6291,60.0719,0.0,0.0,0.0,-15.5981,-448.6711,14.3857,306.3431,-230.7299,6.81240888,-71.55040000000008,-223.91749112,-295.46789112000005
48,3.3791,8.7459,57.5048,0.0,0.0,0.0,-14.5815,-439.4145,15.2496,303.3112,-236.7647,6.962144400000001,-65.80540000000002,-229.8025556,-295.6079556
49,3.4768,9.107,56.806,0.0,0.0,0.0,-14.9085,-429.2695,14.5712,294.99,-238.413,6.91525944,-65.22700000000003,-231.49774056,-296.72474056000004

DELTA Energy Terms
