GENERALIZED BORN:
Complex Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,G gas,G solv,TOTAL
34,57.1221,206.459,990.2974,0.0,0.0,0.0,-743.4558,-6492.281,272.0173,3279.9793,-1964.0944,42.6320604,-2429.8617000000004,-1921.4623396,-4351.3240396
35,57.0597,207.1748,991.9043,0.0,0.0,0.0,-739.885,-6521.3278,271.687,3278.6614,-1937.2908,42.63449688,-2454.7255999999998,-1894.65630312,-4349.381903119999
36,57.3901,205.445,990.659,0.0,0.0,0.0,-742.4255,-6508.6811,272.0332,3278.6329,-1951.2988,42.57499896,-2446.9464000000003,-1908.7238010400001,-4355.67020104
37,57.3803,205.4642,990.5098,0.0,0.0,0.0,-742.2967,-6508.3983,272.1036,3278.7702,-1951.8107,42.56252496,-2446.4668999999994,-1909.24817504,-4355.71507504
38,57.0561,206.5784,988.4811,0.0,0.0,0.0,-739.443,-6494.1434,271.1164,3279.879,-1971.0394,43.14535344,-2430.4754000000003,-1927.8940465599999,-4358.36944656
39,57.2317,208.1582,991.089,0.0,0.0,0.0,-741.1622,-6552.1943,272.074,3282.0643,-1918.2505,42.07855248,-2482.7393,-1876.17194752,-4358.91124752
40,56.8918,206.3087,990.2581,0.0,0.0,0.0,-739.7261,-6525.3433,272.1087,3280.6863,-1945.8377,42.49731168,-2458.8158000000008,-1903.34038832,-4362.15618832
41,56.9804,206.5302,990.4024,0.0,0.0,0.0,-738.7948,-6489.9385,271.6129,3278.5844,-1964.0706,43.0752312,-2424.623,-1920.9953688,-4345.6183688
42,57.2117,205.9584,989.6886,0.0,0.0,0.0,-737.283,-6510.0514,271.652,3278.664,-1949.353,42.84737928,-2444.1596999999997,-1906.50562072,-4350.66532072
43,56.9929,206.7266,988.3435,0.0,0.0,0.0,-739.1982,-6493.5487,271.0992,3279.8576,-1971.9355,43.1758836,-2429.7271000000005,-1928.7596164000001,-4358.486716400001
44,57.0836,206.5193,988.5284,0.0,0.0,0.0,-739.3831,-6494.5003,271.128,3280.034,-1970.8803,43.1847972,-2430.5901,-1927.6955028,-4358.285602800001
45,57.2969,206.5627,990.4913,0.0,0.0,0.0,-743.8928,-6578.1971,271.9462,3280.2677,-1885.9435,41.71908672,-2515.5251000000003,-1844.2244132800001,-4359.74951328
46,57.0993,206.3226,992.0203,0.0,0.0,0.0,-746.3745,-6520.4615,272.057,3281.0562,-1936.5031,42.1839036,-2458.280600000001,-1894.3191964,-4352.599796400001
47,57.2712,205.4958,990.4908,0.0,0.0,0.0,-742.5218,-6507.607,272.0572,3278.3011,-1951.8118,42.59448504,-2446.5126999999998,-1909.2173149599998,-4355.73001496
48,57.2127,206.2834,987.9674,0.0,0.0,0.0,-737.4103,-6504.1239,270.6185,3278.912,-1951.4776,43.1292492,-2440.5402,-1908.3483508,-4348.888550799999
49,57.208,206.4731,990.3902,0.0,0.0,0.0,-743.5493,-6492.0723,271.9918,3280.0515,-1964.4273,42.64797456,-2429.507,-1921.77932544,-4351.28632544

Receptor Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,G gas,G solv,TOTAL
0,53.6367,197.6073,930.8611,0.0,0.0,0.0,-675.7437,-6010.4372,256.1839,2931.0393,-1642.2987,42.74251056,-2316.8526000000006,-1599.55618944,-3916.4087894400004
1,53.8157,197.3726,930.7385,0.0,0.0,0.0,-680.1128,-6012.1488,256.7036,2932.0254,-1641.8814,42.41194272,-2321.6058,-1599.46945728,-3921.0752572799997
2,53.7434,197.5821,930.704,0.0,0.0,0.0,-679.9849,-6011.9679,256.5867,2931.6598,-1641.731,42.470626319999994,-2321.6767999999997,-1599.26037368,-3920.93717368
3,53.7932,197.4212,929.955,0.0,0.0,0.0,-672.6872,-6032.8848,256.4158,2931.4985,-1630.7787,42.713946,-2336.4882999999995,-1588.064754,-3924.553054
4,53.6049,197.1462,930.0759,0.0,0.0,0.0,-673.8619,-6028.2218,256.4676,2931.0327,-1630.2361,42.564474,-2333.7563999999998,-1587.671626,-3921.428026
5,53.6709,197.5837,930.6556,0.0,0.0,0.0,-680.4429,-6011.7711,256.6922,2931.5118,-1641.2207,42.38343288,-2322.099799999999,-1598.83726712,-3920.937067119999
6,53.4256,197.8041,930.3234,0.0,0.0,0.0,-676.7546,-6011.4693,256.3052,2930.8928,-1649.1982,42.874895519999995,-2319.4728,-1606.32330448,-3925.7961044800004
7,53.634,197.4002,930.6292,0.0,0.0,0.0,-674.9973,-6013.933,255.9599,2930.8539,-1639.1873,42.704490959999994,-2320.4531000000006,-1596.4828090400001,-3916.9359090400008
8,53.7576,197.2029,928.8449,0.0,0.0,0.0,-672.7429,-5995.2532,255.4485,2930.5041,-1657.8468,43.237254959999994,-2302.2380999999996,-1614.60954504,-3916.84764504
9,53.5911,197.6061,930.7145,0.0,0.0,0.0,-676.275,-6009.1762,256.0939,2930.9198,-1642.2065,42.72352848,-2316.5258,-1599.48297152,-3916.0087715199998
10,53.8883,197.3798,930.6973,0.0,0.0,0.0,-680.2666,-6012.5717,256.6194,2931.9564,-1641.1208,42.41499408,-2322.2971000000007,-1598.7058059199999,-3921.0029059200006
11,53.8077,197.2735,929.5667,0.0,0.0,0.0,-673.1515,-6028.5703,256.0938,2930.3545,-1629.552,42.61355424,-2334.6256000000008,-1586.93844576,-3921.5640457600007
12,53.8475,197.5114,931.1703,0.0,0.0,0.0,-673.4911,-6029.2885,256.1278,2929.9547,-1630.8578,42.603500159999996,-2334.1679,-1588.25429984,-3922.4221998400003
13,53.3076,197.7718,927.7836,0.0,0.0,0.0,-670.8958,-6010.3876,255.4961,2931.673,-1651.6005,43.19195328,-2315.2513,-1608.40854672,-3923.65984672
14,53.572,197.5547,930.7057,0.0,0.0,0.0,-675.8235,-6011.2259,256.1267,2931.1031,-1641.0403,42.6978972,-2317.987200000001,-1598.3424028,-3916.329602800001
15,53.853,197.9569,931.1538,0.0,0.0,0.0,-681.1007,-6011.0825,256.6079,2931.8668,-1641.5641,42.36993504,-2320.7448000000004,-1599.19416496,-3919.9389649600002
16,53.5396,197.394,931.1726,0.0,0.0,0.0,-676.1467,-6010.8484,256.2499,2931.2118,-1641.5853,42.732928799999996,-2317.4272,-1598.8523711999999,-3916.2795711999997
17,53.5322,197.6116,928.1445,0.0,0.0,0.0,-675.6872,-6005.9585,256.3069,2931.9804,-1656.6264,42.96267864,-2314.0701000000004,-1613.6637213600002,-3927.7338213600005
18,53.7801,197.4149,930.5151,0.0,0.0,0.0,-679.5737,-6010.9418,256.6926,2931.8009,-1643.251,42.47660304,-2320.311899999999,-1600.7743969599999,-3921.086296959999
19,53.9876,196.4091,931.3172,0.0,0.0,0.0,-679.5813,-6027.4046,256.6998,2930.8042,-1630.6167,42.30042984,-2337.7679999999996,-1588.31627016,-3926.0842701599995
20,53.8916,197.7729,929.2251,0.0,0.0,0.0,-680.1159,-6004.1397,256.149,2932.4226,-1648.5667,42.45577632,-2314.7943999999998,-1606.11092368,-3920.90532368
21,53.8274,197.6725,930.8454,0.0,0.0,0.0,-680.514,-6012.2522,256.5398,2931.6183,-1640.99,42.364588319999996,-2322.2628000000004,-1598.62541168,-3920.88821168
22,53.8,198.2327,930.7151,0.0,0.0,0.0,-675.975,-6009.9138,255.8683,2930.3301,-1641.7746,42.673334399999995,-2316.9426000000003,-1599.1012656,-3916.0438656
23,53.8969,196.6708,931.2045,0.0,0.0,0.0,-679.8069,-6027.186,256.7089,2930.8957,-1630.6654,42.28310088,-2337.6161,-1588.3822991200002,-3925.99839912
24,53.7792,197.4994,930.719,0.0,0.0,0.0,-680.0903,-6012.632,256.6889,2931.738,-1641.2641,42.408774,-2322.2978,-1598.855326,-3921.1531259999997
25,53.9032,197.4107,930.701,0.0,0.0,0.0,-680.1632,-6012.857,256.6456,2931.8842,-1640.976,42.395618879999994,-2322.4755,-1598.58038112,-3921.0558811200003
26,53.5798,197.7603,928.892,0.0,0.0,0.0,-676.9929,-6007.6969,255.7829,2931.449,-1653.9222,42.85327032,-2317.2257999999997,-1611.0689296799999,-3928.29472968
27,53.8889,196.4206,931.186,0.0,0.0,0.0,-679.6053,-6027.728,256.723,2930.8934,-1630.1557,42.295239360000004,-2338.2214000000004,-1587.86046064,-3926.0818606400007
28,53.9133,197.4354,930.776,0.0,0.0,0.0,-680.2388,-6012.4656,256.5827,2931.7757,-1641.2004,42.41621592,-2322.2213,-1598.78418408,-3921.00548408
29,53.9187,197.49,930.7022,0.0,0.0,0.0,-680.0128,-6012.0118,256.5348,2931.7588,-1641.7915,42.457268879999994,-2321.6200999999996,-1599.3342311200001,-3920.9543311199996
30,53.619,197.5719,930.2469,0.0,0.0,0.0,-676.7633,-6011.1105,256.4377,2930.8156,-1649.6127,42.894069120000005,-2319.1826999999994,-1606.7186308799999,-3925.901330879999
31,53.4406,196.6528,929.5713,0.0,0.0,0.0,-676.3119,-6012.5565,256.4792,2930.2308,-1637.775,42.792612479999995,-2322.4937000000004,-1594.9823875200002,-3917.4760875200004
32,53.4724,197.5975,931.417,0.0,0.0,0.0,-679.6744,-6016.0071,256.6812,2932.2512,-1642.8391,42.45751656,-2324.2621999999997,-1600.38158344,-3924.6437834399994
33,53.7169,197.754,926.9998,0.0,0.0,0.0,-673.752,-6003.3635,255.6387,2929.8859,-1648.8593,42.89112936,-2313.1201999999994,-1605.9681706400002,-3919.0883706399995
34,53.6905,197.6149,930.6994,0.0,0.0,0.0,-680.1986,-6012.4859,256.6061,2931.7706,-1641.0777,42.38914464,-2322.303,-1598.68855536,-3920.99155536
35,53.7031,197.8378,932.1525,0.0,0.0,0.0,-675.0868,-6011.2711,256.3081,2930.0823,-1643.8529,42.87323736,-2316.2740999999996,-1600.97966264,-3917.2537626399994
36,53.9355,196.5205,931.2709,0.0,0.0,0.0,-679.5709,-6027.3787,256.6736,2930.5942,-1630.4605,42.3247572,-2337.9549,-1588.1357428,-3926.0906428
37,53.9047,196.5394,931.1199,0.0,0.0,0.0,-679.385,-6027.3029,256.7344,2930.753,-1630.7552,42.317336159999996,-2337.636499999999,-1588.43786384,-3926.074363839999
38,53.6108,197.5606,929.019,0.0,0.0,0.0,-676.7995,-6007.9338,255.7798,2931.6055,-1653.9164,42.83191008,-2317.157599999999,-1611.0844899200001,-3928.242089919999
39,53.7567,198.9644,930.4077,0.0,0.0,0.0,-677.564,-6011.4532,256.289,2930.8808,-1647.997,42.598591199999994,-2318.7186,-1605.3984088,-3924.1170088000003
40,53.5163,197.0049,930.3457,0.0,0.0,0.0,-675.0168,-6028.4487,256.7185,2931.1388,-1637.4605,42.804527039999996,-2334.7413,-1594.6559729599999,-3929.39727296
41,53.4879,197.5998,930.9169,0.0,0.0,0.0,-675.7131,-6008.5576,256.288,2930.6076,-1643.1058,42.84291312,-2315.3705000000004,-1600.26288688,-3915.63338688
42,53.796,197.094,930.3564,0.0,0.0,0.0,-674.4277,-6028.9339,256.3149,2930.4156,-1628.3995,42.534033120000004,-2335.3847,-1585.86546688,-3921.25016688
43,53.5164,197.6866,928.8739,0.0,0.0,0.0,-676.569,-6007.9111,255.778,2931.6092,-1654.0993,42.87344904,-2317.0160000000005,-1611.2258509600001,-3928.24185096
44,53.6447,197.4927,929.0727,0.0,0.0,0.0,-676.7765,-6008.0483,255.7844,2931.7153,-1653.9198,42.8708592,-2317.115,-1611.0489407999999,-3928.1639407999996
45,53.8923,197.5779,931.3772,0.0,0.0,0.0,-679.9031,-6026.5315,256.5328,2931.7526,-1630.9043,42.157306080000005,-2335.3018,-1588.74699392,-3924.04879392
46,53.697,197.1168,932.1135,0.0,0.0,0.0,-681.6015,-6014.5941,256.6528,2932.2179,-1638.4685,42.40705464,-2324.3976,-1596.0614453599999,-3920.45904536
47,53.843,196.5597,931.1059,0.0,0.0,0.0,-679.6178,-6026.4543,256.6622,2930.2587,-1630.7312,42.32155392,-2337.6426000000006,-1588.40964608,-3926.0522460800003
48,53.7769,197.2903,928.6293,0.0,0.0,0.0,-674.936,-6006.8196,255.3931,2930.9851,-1646.0857,42.768377279999996,-2315.6808999999994,-1603.31732272,-3918.9982227199994
49,53.8028,197.6193,930.7734,0.0,0.0,0.0,-680.2915,-6012.4992,256.588,2931.8601,-1641.2587,42.40236168,-2322.1471,-1598.85633832,-3921.0034383200004

Ligand Energy Terms
Frame #,BOND,ANGLE,DIHED,UB,IMP,CMAP,VDWAALS,EEL,1-4 VDW,1-4 EEL,EGB,ESURF,G gas,G solv,TOTAL
0,3.5638,9.2887,60.2681,0.0,0.0,0.0,-13.7785,-450.7146,15.4789,350.023,-364.5818,6.44237856,-25.870599999999968,-358.13942144,-384.01002143999995
1,3.5986,9.0384,60.42,0.0,0.0,0.0,-13.8405,-451.0947,15.5848,350.1911,-364.2876,6.4336636799999996,-26.102300000000014,-357.85393632,-383.95623632
2,3.4484,8.8254,59.6713,0.0,0.0,0.0,-15.2786,-446.2982,15.371,348.2127,-363.5443,6.4434348,-26.04800000000006,-357.10086520000004,-383.1488652000001
3,3.381,8.8892,59.597,0.0,0.0,0.0,-15.2734,-446.863,15.3666,348.2249,-363.1229,6.4438667999999995,-26.677700000000016,-356.6790332,-383.3567332
4,3.5764,9.1768,60.1845,0.0,0.0,0.0,-13.7615,-451.1089,15.4912,350.168,-364.3472,6.44822784,-26.273500000000013,-357.89897215999997,-384.17247216
5,3.4066,8.8278,59.637,0.0,0.0,0.0,-15.235,-446.2027,15.4173,348.2467,-363.6289,6.4404885599999995,-25.902300000000025,-357.18841144,-383.09071144
6,3.4352,9.0362,59.5272,0.0,0.0,0.0,-15.0646,-448.087,15.3753,348.4349,-362.4069,6.45547824,-27.34280000000001,-355.95142176,-383.29422176
7,3.4963,9.2771,58.7542,0.0,0.0,0.0,-14.6079,-445.6564,15.4482,346.1333,-362.3252,6.47375616,-27.155200000000036,-355.85144384,-383.00664384000004
8,3.4163,9.3919,59.5301,0.0,0.0,0.0,-16.3182,-466.3763,15.2521,349.0734,-343.9184,6.22835784,-46.030700000000024,-337.69004216,-383.72074216000004
9,3.4347,8.9784,59.4518,0.0,0.0,0.0,-15.2235,-446.2579,15.3502,347.9272,-363.2732,6.4452916799999995,-26.339099999999974,-356.82790831999995,-383.1670083199999
10,3.4341,8.8901,59.6253,0.0,0.0,0.0,-15.2642,-446.2843,15.4032,348.2273,-363.5939,6.44623344,-25.96849999999995,-357.14766656,-383.11616655999995
11,3.4162,8.8976,59.3633,0.0,0.0,0.0,-15.1995,-446.3474,15.2867,348.2996,-363.5207,6.451436159999999,-26.283500000000004,-357.06926383999996,-383.35276383999997
12,3.3791,8.9006,59.5464,0.0,0.0,0.0,-15.3138,-446.4972,15.3137,348.3146,-363.2636,6.44081976,-26.35660000000007,-356.82278024,-383.17938024000006
13,3.593,9.2703,60.1962,0.0,0.0,0.0,-13.6847,-453.0607,15.4525,350.269,-362.8238,6.46550856,-27.964400000000012,-356.35829144,-384.32269144
14,3.458,8.9918,59.4289,0.0,0.0,0.0,-15.224,-446.1793,15.3229,347.9887,-363.4516,6.44836176,-26.213000000000022,-357.00323824,-383.21623824
15,3.4236,8.8059,59.708,0.0,0.0,0.0,-15.3125,-445.9629,15.4194,348.1878,-363.7227,6.4435730399999995,-25.730700000000013,-357.27912696,-383.00982696
16,3.477,8.9768,59.4934,0.0,0.0,0.0,-15.1728,-445.7746,15.2722,347.8446,-363.6371,6.44516568,-25.883399999999995,-357.19193432,-383.07533431999997
17,3.5845,9.1032,61.5664,0.0,0.0,0.0,-16.2775,-449.3119,15.3606,352.9417,-365.1847,6.2480908799999995,-23.03299999999996,-358.93660912,-381.96960912
18,3.5246,9.1049,60.4151,0.0,0.0,0.0,-13.7783,-451.2154,15.5826,350.3171,-364.3373,6.43634712,-26.04939999999999,-357.90095288000003,-383.95035288
19,3.3856,8.9836,59.376,0.0,0.0,0.0,-15.1567,-446.7981,15.3742,348.0277,-362.8861,6.45459048,-26.80770000000001,-356.43150952,-383.23920952000003
20,3.4767,9.2633,61.5947,0.0,0.0,0.0,-16.2657,-460.939,15.6325,350.5849,-351.7589,6.16656888,-36.65260000000001,-345.59233112,-382.24493112
21,3.4303,8.9097,59.6349,0.0,0.0,0.0,-15.2225,-446.0097,15.3539,348.1697,-363.7653,6.44341896,-25.7337,-357.32188104000005,-383.05558104000005
22,3.5917,9.2721,60.1876,0.0,0.0,0.0,-13.6949,-451.3224,15.5262,350.1854,-364.2437,6.4454205600000005,-26.2543,-357.79827944,-384.05257944
23,3.6146,9.2297,60.2143,0.0,0.0,0.0,-13.7163,-451.5052,15.5278,349.9855,-363.7901,6.44700384,-26.64960000000002,-357.34309616,-383.99269616000004
24,3.61,9.0549,60.4066,0.0,0.0,0.0,-13.8145,-451.084,15.5837,350.1866,-364.3532,6.4340848799999995,-26.056699999999978,-357.91911512,-383.97581512
25,3.3701,8.9046,59.6117,0.0,0.0,0.0,-15.2659,-446.268,15.4194,348.1761,-363.5189,6.4456444799999995,-26.051999999999964,-357.07325552,-383.12525551999994
26,3.4188,9.0826,59.4315,0.0,0.0,0.0,-14.9309,-449.0502,15.3339,348.396,-361.5903,6.47908704,-28.318299999999965,-355.11121296,-383.42951295999995
27,3.4552,8.9368,59.4141,0.0,0.0,0.0,-15.1501,-446.7454,15.3437,348.0869,-363.0165,6.453144,-26.658799999999985,-356.563356,-383.222156
28,3.4159,8.8713,59.6136,0.0,0.0,0.0,-15.2678,-446.4165,15.395,348.2524,-363.4632,6.44224896,-26.1361,-357.02095104,-383.15705104
29,3.4582,8.7469,59.6598,0.0,0.0,0.0,-15.2655,-446.0596,15.397,348.267,-363.7537,6.44713992,-25.7962,-357.30656008,-383.10276008
30,3.5857,9.2892,60.2611,0.0,0.0,0.0,-13.671,-452.811,15.5303,350.2335,-362.9428,6.45288192,-27.5822,-356.48991808,-384.07211808
31,3.3812,9.2592,59.9884,0.0,0.0,0.0,-16.5076,-464.2166,15.3652,348.7656,-345.6977,6.2398620000000005,-43.96460000000002,-339.457838,-383.422438
32,3.4129,8.994,59.7054,0.0,0.0,0.0,-15.3036,-447.2257,15.4033,348.0356,-362.6323,6.447264479999999,-26.97810000000004,-356.18503552,-383.16313552
33,3.5016,9.1012,61.4786,0.0,0.0,0.0,-15.7214,-443.3834,15.5109,349.3022,-368.4628,6.35101992,-20.21029999999996,-362.11178008,-382.32208008
34,3.4316,8.8441,59.5981,0.0,0.0,0.0,-15.2334,-446.3696,15.4111,348.2087,-363.4726,6.44242896,-26.109399999999994,-357.03017104,-383.13957104
35,3.3566,9.3371,59.7518,0.0,0.0,0.0,-16.507,-464.2367,15.379,348.5792,-345.1862,6.23673144,-44.33999999999992,-338.94946856,-383.28946855999993
36,3.4546,8.9244,59.3881,0.0,0.0,0.0,-15.1348,-446.8272,15.3597,348.0388,-362.8807,6.45508584,-26.796400000000062,-356.42561416,-383.22201416000007
37,3.4755,8.9248,59.3899,0.0,0.0,0.0,-15.1692,-446.8356,15.3693,348.0172,-362.8486,6.45285816,-26.828100000000006,-356.39574183999997,-383.22384184
38,3.4452,9.0178,59.4621,0.0,0.0,0.0,-15.0361,-449.1237,15.3366,348.2735,-361.3074,6.477912,-28.624599999999987,-354.82948799999997,-383.45408799999996
39,3.475,9.1938,60.6813,0.0,0.0,0.0,-13.5972,-452.0868,15.785,351.1835,-364.3214,6.444131039999999,-25.365399999999966,-357.87726896,-383.24266895999995
40,3.3754,9.3038,59.9124,0.0,0.0,0.0,-16.268,-466.8526,15.3902,349.5475,-344.1039,6.226493759999999,-45.59129999999999,-337.87740624,-383.46870624
41,3.4925,8.9304,59.4854,0.0,0.0,0.0,-15.2184,-446.1074,15.3249,347.9768,-363.4435,6.443028,-26.11579999999998,-357.00047199999995,-383.1162719999999
42,3.4158,8.8644,59.3323,0.0,0.0,0.0,-15.1848,-446.6897,15.3371,348.2484,-363.115,6.459245279999999,-26.676499999999976,-356.65575472,-383.33225472
43,3.4766,9.04,59.4696,0.0,0.0,0.0,-14.9568,-448.7731,15.3212,348.2484,-361.7025,6.4752192,-28.17410000000001,-355.22728079999996,-383.40138079999997
44,3.4389,9.0266,59.4557,0.0,0.0,0.0,-15.0318,-449.2549,15.3435,348.3187,-361.25,6.47169192,-28.703300000000013,-354.77830808,-383.48160808
45,3.4046,8.9847,59.1141,0.0,0.0,0.0,-14.8246,-445.974,15.4134,348.5151,-364.1813,6.46348896,-25.36669999999998,-357.71781104,-383.08451104
46,3.4023,9.2058,59.9068,0.0,0.0,0.0,-16.4373,-464.0046,15.4042,348.8384,-345.8151,6.227621999999999,-43.68439999999998,-339.587478,-383.27187799999996
47,3.4282,8.9361,59.3849,0.0,0.0,0.0,-15.1411,-446.9045,15.3949,348.0424,-362.7772,6.45267816,-26.859100000000012,-356.32452184,-383.18362184
48,3.4358,8.9931,59.3381,0.0,0.0,0.0,-15.2077,-446.63,15.2254,347.9269,-363.006,6.4597881600000004,-26.91840000000002,-356.54621183999996,-383.46461184
49,3.4052,8.8537,59.6168,0.0,0.0,0.0,-15.2529,-446.2901,15.4038,348.1915,-363.4865,6.44692248,-26.072000000000003,-357.03957751999997,-383.11157751999997

DELTA Energy Terms
